precinct_id,avg_biss,avg_abughazaleh,avg_fine,avg_simmons,avg_amiwala,avg_huynh,avg_andrew,pct_biss_wins,pct_fine_wins,pct_abughazaleh_wins
CITY OF CHICAGO:WARD 46 PRECINCT 23,27.230162,34.50005,13.605033,9.7950811,6.6433597,4.2269478,3.9996948,19.327,.90100002,79.772003
CITY OF CHICAGO:WARD 48 PRECINCT 28,25.131456,39.775982,12.161257,8.9890242,6.0951371,4.1256223,3.7213955,4.4310002,.177,95.391998
COOK:7507005,35.010998,26.277615,14.86249,9.5718946,6.6063876,3.7622678,3.9083145,82.779999,1.312,15.908
COOK:7504006,34.130169,27.691208,13.422858,9.4350424,7.4849038,3.7653325,4.070334,75.661003,.89200002,23.447001
CITY OF CHICAGO:WARD 40 PRECINCT 01,29.961002,28.419136,16.182333,10.329984,6.5697365,4.3396444,4.1976929,54.158001,3.7049999,42.137001
CITY OF CHICAGO:WARD 48 PRECINCT 04,30.103031,28.300804,16.898056,9.9576464,6.206274,4.3011093,4.2330179,54.944,4.4050002,40.651001
CITY OF CHICAGO:WARD 48 PRECINCT 14,26.211582,36.36702,13.311937,9.2788334,7.0108142,3.8196006,4.0003886,11.72,.60799998,87.671997
COOK:7503003,35.463158,26.174192,14.059237,9.7566538,6.289444,4.3144183,3.9428911,84.373001,.935,14.692
CITY OF CHICAGO:WARD 48 PRECINCT 13,29.965153,28.530754,16.054531,10.370248,6.6137753,4.3396254,4.1259146,53.666,3.517,42.817001
CITY OF CHICAGO:WARD 49 PRECINCT 10,28.65127,31.644287,14.376368,10.163551,6.7152834,4.3994303,4.0500097,35.275002,1.745,62.98
COOK:7503004,36.00581,25.202114,15.101181,9.6518955,5.8364482,4.2759504,3.926775,87.844002,1.239,10.917
COOK:7509003,35.01659,26.473066,14.18765,9.790884,6.5525703,4.0461631,3.9329937,82.288002,1.034,16.677999
CITY OF CHICAGO:WARD 48 PRECINCT 21,28.407763,32.069313,14.553405,10.071375,6.4425492,4.3982096,4.0573187,32.492001,1.689,65.819
COOK:8300051,33.365398,16.700695,27.033867,7.807817,3.9704115,3.4341493,7.687645,72.166,26.452999,1.381
CITY OF CHICAGO:WARD 48 PRECINCT 18,27.090019,35.232494,13.420361,9.4696035,6.7059422,4.1333818,3.948278,16.790001,.76599997,82.444
CITY OF CHICAGO:WARD 48 PRECINCT 11,28.457376,32.16737,14.348326,10.011891,6.4926553,4.4545355,4.0677147,32.268002,1.652,66.080002
CITY OF CHICAGO:WARD 41 PRECINCT 30,29.061747,16.738216,28.018757,6.8791299,6.2788453,3.6199274,9.4033747,51.178001,45.805,3.017
COOK:7506006,36.368805,24.537743,16.302139,9.3167133,5.6553421,3.9554672,3.8643017,89.655998,1.6059999,8.7379999
CITY OF CHICAGO:WARD 49 PRECINCT 02,29.026175,30.592155,15.504166,9.9875269,6.4478154,4.2900825,4.1519079,40.971001,2.675,56.354
CITY OF CHICAGO:WARD 41 PRECINCT 31,29.196346,16.278671,28.265211,6.9284234,6.0346861,3.7729249,9.5238228,51.094002,46.462002,2.444
CITY OF CHICAGO:WARD 40 PRECINCT 16,27.885057,33.699554,13.728765,9.8612213,6.3113375,4.5280681,3.9859686,24.271999,1.03,74.697998
CITY OF CHICAGO:WARD 48 PRECINCT 31,26.787165,36.06366,12.680036,9.7130337,6.3892484,4.4624257,3.9044964,13.759,.52100003,85.720001
COOK:8100026,29.270555,26.357494,16.511789,9.991189,5.8150463,4.1741691,7.8797956,59.411999,5.3410001,35.247002
CITY OF CHICAGO:WARD 49 PRECINCT 11,29.087101,30.526081,14.58388,10.423749,6.8172607,4.4688025,4.0931234,41.765999,2.013,56.221001
CITY OF CHICAGO:WARD 46 PRECINCT 16,28.539532,32.61272,14.862939,9.5245171,5.9067268,4.5110598,4.0423169,30.746,1.691,67.563004
COOK:7507001,36.034821,24.833036,15.889902,9.5473003,5.7886815,4.0100274,3.8959715,88.431999,1.5369999,10.031
CITY OF CHICAGO:WARD 49 PRECINCT 01,28.444859,31.604906,14.599635,10.202585,6.7836628,4.2658415,4.0984869,34.361,1.898,63.741001
CITY OF CHICAGO:WARD 46 PRECINCT 19,27.310013,34.466904,13.227333,9.9685154,6.7212815,4.3350987,3.9708984,19.910999,.80199999,79.287003
CITY OF CHICAGO:WARD 47 PRECINCT 03,23.821499,42.996231,10.956614,8.649456,5.8578372,4.1461182,3.5719471,1.302,.050000001,98.648003
CITY OF CHICAGO:WARD 50 PRECINCT 07,29.133234,30.286234,14.846463,10.380607,6.8457241,4.3822503,4.1254225,42.866001,2.2620001,54.872002
COOK:8000030,37.807522,19.489264,20.910295,9.0443897,4.4335275,4.0261531,4.2888889,94.071999,4.3410001,1.587
COOK:7506005,36.196651,24.760525,16.007729,9.4081001,5.7528329,3.9837272,3.8904397,88.879997,1.544,9.5760002
COOK:7506001,36.335434,24.418631,16.587427,9.2706823,5.663496,3.8461394,3.8781147,89.682999,1.83,8.4870005
CITY OF CHICAGO:WARD 47 PRECINCT 02,23.591703,43.700951,10.792021,8.4802704,5.8177171,4.1036429,3.513962,1.006,.032000002,98.961998
COOK:7502001,34.636261,27.090342,13.894056,9.4679527,7.0591593,3.8547134,3.9978645,79.449997,1.026,19.524
CITY OF CHICAGO:WARD 40 PRECINCT 19,27.11199,35.877579,12.736076,9.6179075,6.2082858,4.5886493,3.8592594,15.167,.486,84.347
CITY OF CHICAGO:WARD 48 PRECINCT 06,24.431995,40.91922,11.887434,8.8046284,6.380167,3.861171,3.7154241,2.803,.127,97.07
COOK:7509004,35.78688,25.458364,15.06648,9.7605829,5.9294682,4.1504335,3.8476577,86.777,1.274,11.949
COOK:7507002,35.633804,25.441635,15.28156,9.6723843,6.0654407,4.0078316,3.8971369,86.328003,1.399,12.273
CITY OF CHICAGO:WARD 40 PRECINCT 21,22.522278,45.662506,10.059232,8.2684765,6.1414804,3.8766851,3.4693055,.35699999,.013,99.629997
CITY OF CHICAGO:WARD 40 PRECINCT 15,26.806684,35.923981,12.838773,9.683753,6.4253864,4.4128466,3.9089575,14.351,.54100001,85.108002
COOK:7506004,36.406353,24.661556,16.086008,9.3262758,5.6560693,4.0185714,3.8449087,89.456001,1.552,8.9919996
CITY OF CHICAGO:WARD 48 PRECINCT 12,26.663891,36.010532,13.647177,9.0999279,6.6050606,3.9882951,3.9849102,13.633,.70499998,85.662003
CITY OF CHICAGO:WARD 49 PRECINCT 13,28.522299,31.90811,13.787071,10.362066,6.9472003,4.4544969,4.0186572,33.709999,1.42,64.870003
CITY OF CHICAGO:WARD 48 PRECINCT 07,27.685707,34.171711,13.691689,9.6962175,6.33146,4.4490533,3.9737821,21.993,.93099999,77.075996
COOK:7504004,35.331547,25.84341,15.171749,9.4191065,6.4488816,3.8229287,3.9623132,84.559998,1.365,14.075
CITY OF CHICAGO:WARD 48 PRECINCT 25,26.311174,36.551033,12.66148,9.45889,6.9940615,4.0705256,3.9530044,11.61,.456,87.933998
CITY OF CHICAGO:WARD 46 PRECINCT 08,21.41515,47.591412,9.578433,7.9486518,6.4917583,3.5344424,3.4401941,.124,.0060000001,99.870003
COOK:7501004,34.835503,26.719995,14.774152,9.0289974,7.0878434,3.551404,4.0020418,80.995003,1.252,17.753
CITY OF CHICAGO:WARD 48 PRECINCT 24,29.526306,29.978046,15.924047,9.8948555,6.0411787,4.4812608,4.1541557,45.671001,2.9679999,51.361
CITY OF CHICAGO:WARD 40 PRECINCT 20,23.633511,43.5196,10.818443,8.4869652,5.9462328,4.0583959,3.5370109,1.1059999,.037999999,98.856003
CITY OF CHICAGO:WARD 48 PRECINCT 30,26.948685,34.932621,13.858328,9.4658709,6.8532486,3.9361537,4.0050411,17.271999,.94,81.788002
CITY OF CHICAGO:WARD 41 PRECINCT 28,28.209867,19.042274,26.499577,6.7916589,6.3423309,3.7815971,9.3327904,51.465,41.412998,7.1220002
CITY OF CHICAGO:WARD 49 PRECINCT 04,23.393579,43.509872,10.947793,8.4329538,6.2456288,3.8612239,3.60899,1.011,.035999998,98.953003
CITY OF CHICAGO:WARD 49 PRECINCT 16,28.101254,33.020683,13.733796,10.017999,6.6156149,4.4783168,4.032268,27.558001,1.1799999,71.262001
CITY OF CHICAGO:WARD 47 PRECINCT 04,25.155979,39.686836,12.235441,8.9893017,6.067049,4.1296906,3.7354667,4.4520001,.19,95.358002
CITY OF CHICAGO:WARD 46 PRECINCT 10,24.022938,41.852394,11.698928,8.6136875,6.4110723,3.7366238,3.6646762,1.96,.081,97.959
CITY OF CHICAGO:WARD 49 PRECINCT 03,29.854633,28.556345,16.804956,9.9656878,6.3963304,4.179441,4.2427077,52.839001,4.2989998,42.862
CITY OF CHICAGO:WARD 46 PRECINCT 13,23.63888,43.264782,11.144329,8.4385519,6.0385022,3.9212573,3.5535169,1.171,.046,98.782997
CITY OF CHICAGO:WARD 46 PRECINCT 11,22.439833,45.293686,10.547277,8.1682768,6.3681846,3.6292078,3.5532718,.412,.016000001,99.571999
CITY OF CHICAGO:WARD 49 PRECINCT 09,27.930815,33.518089,13.25141,10.123347,6.6920896,4.5343857,3.9499297,25.146999,.91000003,73.943001
CITY OF CHICAGO:WARD 48 PRECINCT 35,27.934618,33.275806,13.89285,10.018211,6.4157376,4.4624438,4.000514,25.945,1.212,72.843002
COOK:7509002,35.542763,25.712444,14.88501,9.6747284,6.1728849,4.0849438,3.9272096,85.611,1.23,13.159
CITY OF CHICAGO:WARD 46 PRECINCT 18,23.711514,42.473797,11.174438,8.726366,6.4803233,3.8025556,3.6315048,1.405,.061999999,98.532997
CITY OF CHICAGO:WARD 48 PRECINCT 10,28.066441,32.897316,13.890274,10.019387,6.6968827,4.3847065,4.0454464,27.775999,1.28,70.944
CITY OF CHICAGO:WARD 49 PRECINCT 07,23.898806,41.912468,11.391449,8.6911163,6.8009567,3.6486897,3.6565139,1.83,.078000002,98.092003
CITY OF CHICAGO:WARD 49 PRECINCT 05,26.125727,36.90366,12.618237,9.5581522,6.8332882,4.064518,3.8965468,10.391,.41600001,89.193001
CITY OF CHICAGO:WARD 47 PRECINCT 06,24.754879,40.828537,11.546945,8.9515791,6.0482874,4.2055817,3.6642435,3.0650001,.1,96.834999
CITY OF CHICAGO:WARD 49 PRECINCT 15,28.733122,31.293205,14.550261,10.195246,6.8450518,4.3273678,4.0557761,36.988998,1.904,61.106998
CITY OF CHICAGO:WARD 40 PRECINCT 14,24.418221,41.636044,11.538784,8.6884289,6.0740681,4.0353241,3.6090333,2.362,.083999999,97.554001
CITY OF CHICAGO:WARD 49 PRECINCT 17,26.933641,35.273949,12.904427,9.8249865,6.8479338,4.2612286,3.9537625,16.49,.61000001,82.900002
CITY OF CHICAGO:WARD 49 PRECINCT 14,28.193708,32.241154,14.48103,9.9661655,6.8346148,4.1827521,4.1005726,30.872999,1.768,67.359001
CITY OF CHICAGO:WARD 48 PRECINCT 01,27.374989,34.691128,13.310343,9.8756514,6.3151674,4.4925609,3.9403365,19.326,.76999998,79.903999
CITY OF CHICAGO:WARD 41 PRECINCT 29,29.026463,16.714529,27.774103,7.0357952,6.2157803,3.7657793,9.4676771,51.942001,45.000999,3.0569999
CITY OF CHICAGO:WARD 46 PRECINCT 17,26.890251,35.731544,12.824591,9.7560349,6.4731755,4.4190907,3.9057908,14.969,.54400003,84.487
CITY OF CHICAGO:WARD 46 PRECINCT 12,23.098051,43.978683,11.164857,8.1761675,6.3642287,3.6150804,3.6027815,.76099998,.029999999,99.209
CITY OF CHICAGO:WARD 40 PRECINCT 10,28.704788,31.891443,14.217849,10.215432,6.2631831,4.6750188,4.0318999,34.256001,1.573,64.170998
CITY OF CHICAGO:WARD 46 PRECINCT 06,22.492815,45.702621,10.307438,8.1072969,6.1334305,3.779356,3.4769771,.366,.02,99.613998
CITY OF CHICAGO:WARD 47 PRECINCT 05,23.792751,43.285042,10.987929,8.4629135,5.7872219,4.1411648,3.5426424,1.233,.035,98.732002
CITY OF CHICAGO:WARD 49 PRECINCT 08,27.374176,34.469517,13.085282,9.9369698,6.7821355,4.3752961,3.9765985,20.017,.76999998,79.212997
CITY OF CHICAGO:WARD 46 PRECINCT 15,27.276814,34.882858,13.692824,9.4806709,6.3573537,4.3075619,4.0019197,18.351,.898,80.750999
